SqFtTotLiving_x1000,SqFtLot_x1000,SqFtDriveway_x1000,Bathrooms,Bedrooms,AdjSalePrice_x100000
1.02,12.54,1,1.0,3,2.7747599999999997
1.87,7.0,1,2.0,4,3.19216
1.51,3.495,1,2.0,3,3.81104
1.31,2.996,1,1.5,3,4.02449
0.9,2.728,1,1.0,2,3.15991
0.9,2.837,1,1.0,2,2.8365
1.58,4.0,1,2.0,3,6.28822
2.7,7.5,1,2.5,4,3.94352
1.6,9.072,1,1.5,3,3.16771
1.94,7.5,1,1.75,4,3.5251099999999997
1.22,2.79,1,1.5,2,5.87536
3.19,12.283,1,2.25,4,6.56486
3.3,15.673,1,2.75,4,5.747730000000001
2.69,10.02,1,2.5,3,8.5453
2.12,7.888,1,2.75,4,6.3927
2.01,8.484,1,1.75,3,8.207419999999999
3.72,15.13,1,2.5,2,7.59391
2.2,10.729,1,1.75,3,7.60048
2.4,4.552,1,2.5,3,5.9972900000000005
2.8,5.368,1,2.5,4,7.29108
2.28,7.344,1,2.5,4,5.753819999999999
2.17,6.2,1,2.5,4,5.89003
1.445,1.471,1,2.25,3,4.5534099999999995
1.445,1.498,1,2.25,3,4.25084
1.09,0.964,1,2.5,2,3.49482
1.09,0.984,1,2.5,2,3.5161599999999997
1.6,2.201,1,2.5,3,4.66482
1.445,1.435,1,2.25,3,4.08129
1.09,0.923,1,2.5,2,3.7680000000000002
1.445,1.452,1,2.25,3,3.96549
1.09,1.037,1,2.5,2,3.67161
1.09,1.037,1,2.5,2,3.85834
1.09,1.068,1,2.5,2,3.64661
1.41,1.264,1,2.25,3,4.09883
1.41,1.264,1,2.25,3,3.77711
1.49,1.111,1,2.5,3,4.02425
1.53,1.708,1,2.5,3,4.62739
0.81,6.572,1,1.0,2,4.0111099999999995
1.64,7.437,1,1.75,3,5.86802
1.84,6.383,1,1.75,4,4.98654
2.27,7.627,1,1.75,4,5.27976
2.27,7.627,1,1.75,4,5.25725
2.9,5.803,1,2.75,4,6.57747
2.95,5.803,1,2.75,4,6.8
2.95,5.803,1,2.75,4,6.46226
2.9,5.803,1,2.75,4,6.40784
3.39,8.06,1,2.5,4,8.98595
3.39,8.06,1,2.5,4,8.83962
3.16,7.257,1,2.5,4,8.237860000000001
3.16,7.257,1,2.5,4,8.31205
3.51,6.745,1,2.5,4,8.42155
1.75,3.653,1,2.5,3,4.34548
2.17,3.653,1,2.5,3,4.57369
3.38,9.641,1,3.25,4,8.78525
4.19,13.494,1,3.5,4,11.23634
3.19,7.828,1,2.5,3,5.57949
3.19,7.828,1,2.5,3,6.39469
2.97,9.155,1,2.5,4,5.6162
3.19,7.587,1,2.5,3,5.47308
3.19,7.587,1,2.5,3,5.89196
3.19,7.386,1,2.5,3,5.8126
3.19,8.292,1,2.5,3,5.56376
2.97,8.119,1,2.5,4,5.5869599999999995
2.8,7.974,1,3.0,5,5.676080000000001
2.56,6.184,1,3.0,4,5.37705
2.56,6.2,1,3.0,4,5.4095699999999995
2.83,7.052,1,2.5,4,6.10049
3.19,6.826,1,2.5,3,5.80051
2.29,6.675,1,3.0,6,3.1726
1.84,7.2,1,3.0,4,3.1212
2.29,9.1,1,3.0,6,3.5749
1.66,1.634,1,2.5,3,4.97553
1.66,1.705,1,2.5,3,4.97553
1.91,14.85,1,1.75,4,3.24879
1.05,18.304,1,2.0,3,2.47517
1.05,18.304,1,2.0,3,1.82385
1.65,14.85,1,2.0,3,3.11345
0.98,14.85,1,1.0,3,2.76078
1.16,19.965,1,1.0,3,2.1364400000000003
1.8,16.6,1,1.75,3,3.24662
1.612,16.6,1,1.5,3,3.1208400000000003
1.52,15.0,1,1.0,3,2.11725
1.04,14.85,1,1.75,3,2.7669
1.81,11.306,1,2.25,3,3.70514
1.3,8.8,1,1.5,3,2.20198
1.5,5.393,1,2.25,4,2.9197900000000003
1.68,5.586,1,2.25,4,3.403
3.85,7.128,1,3.5,6,8.683860000000001
2.62,6.325,1,2.5,3,7.96318
2.83,6.095,1,2.5,4,6.6031699999999995
2.83,6.095,1,2.5,4,7.089739999999999
3.13,5.106,1,2.5,5,7.096989999999999
2.76,5.0,1,2.5,4,6.87675
2.78,5.572,1,2.5,4,6.988519999999999
2.2,4.052,1,2.5,3,3.7690099999999997
1.44,4.0,1,1.75,3,4.06919
1.51,6.356,1,1.0,3,4.14425
1.09,5.12,1,1.0,3,4.0918
1.98,5.12,1,2.0,4,5.31075
1.28,5.12,1,1.5,2,4.5625
1.28,7.102,1,1.0,3,3.41143
2.67,12.966,1,2.75,5,4.36724
2.17,7.443,1,2.5,3,3.7988800000000005
1.73,6.007,1,2.0,3,3.6359199999999996
2.85,8.206,1,2.75,4,7.547460000000001
2.33,5.262,1,2.5,3,6.11111
2.61,6.152,1,2.5,4,6.783939999999999
2.39,15.168,1,2.5,4,5.88965
2.39,15.168,1,2.5,4,5.0831
2.73,10.251,1,2.5,4,6.970689999999999
2.75,7.779,1,2.5,3,7.041339999999999
2.74,7.347,1,2.5,3,7.01612
2.73,11.356,1,2.5,4,6.56245
1.82,19.602,1,2.25,3,3.3916
1.9,19.568,1,2.75,3,9.884960000000001
2.2,16.237,1,2.25,3,8.95378
1.34,8.4,1,1.5,4,2.86077
1.39,13.5,1,2.0,3,3.16756
1.56,13.681,1,1.5,4,3.15435
0.98,13.77,1,1.0,3,2.56127
2.18,13.77,1,3.0,4,3.8330900000000003
1.64,9.234,1,2.0,3,3.6779599999999997
2.45,10.8,1,2.25,5,4.11148
2.18,7.236,1,2.5,4,4.30465
1.88,10.758,1,2.0,3,2.8359900000000002
2.9,6.165,1,2.5,5,6.62632
1.3,12.378,1,1.75,3,4.27295
1.3,10.236,1,1.0,3,3.6545199999999998
1.9,15.123,1,2.5,4,4.43968
1.92,15.124,1,2.5,3,4.917009999999999
3.53,15.286,1,2.5,4,6.80232
1.71,5.0,1,1.0,3,3.7587300000000003
1.32,5.0,1,1.0,3,2.18141
3.81,13.579,1,3.25,4,9.256739999999999
1.61,10.056,1,1.5,3,3.55
1.44,9.607,1,1.0,3,3.96746
1.44,9.607,1,1.0,3,2.9203799999999998
2.19,19.984,1,1.75,4,5.47353
2.37,11.31,1,2.25,4,4.7365900000000005
1.29,11.218,1,1.0,3,3.8429800000000003
1.01,7.2,1,1.0,2,2.25311
1.78,11.0,1,2.5,3,4.6757
3.61,10.499,1,3.25,6,6.25995
2.41,9.865,1,2.25,4,6.56565
2.88,7.128,1,2.5,3,9.873389999999999
4.11,7.909,1,4.5,4,11.228069999999999
0.7,13.535,1,0.75,1,4.56618
2.46,14.023,1,2.5,3,6.74188
2.46,12.069,1,2.5,3,7.345089999999999
2.32,12.003,1,2.5,3,6.835889999999999
3.91,14.062,1,3.5,4,7.51727
3.22,10.393,1,3.5,5,7.695539999999999
2.32,7.373,1,2.5,3,6.71605
2.74,5.735,1,2.75,3,9.36261
0.92,2.93,1,1.0,2,4.0738900000000005
1.36,3.718,1,2.5,3,4.101430000000001
1.3,3.363,1,2.5,3,3.6998900000000003
1.0,2.986,1,1.0,3,3.43393
1.0,2.986,1,1.0,3,4.37442
0.87,3.256,1,1.0,2,3.15138
1.26,3.0,1,1.0,3,5.77655
1.55,4.0,1,1.0,4,6.45697
1.55,4.0,1,1.0,4,6.51903
1.08,3.6,1,1.0,2,4.4292300000000004
1.08,3.6,1,1.0,2,3.9920400000000003
2.49,5.0,1,2.5,3,9.64564
1.78,6.0,1,1.75,3,9.09474
1.01,7.338,1,1.0,2,3.24003
1.01,7.719,1,1.5,3,3.08372
3.14,12.075,1,2.5,5,4.11734
1.32,7.883,1,1.0,3,2.7536400000000003
3.81,3.0,1,3.5,5,7.24873
3.81,3.0,1,3.5,5,7.358339999999999
1.39,3.15,1,2.0,3,5.46152
1.12,5.875,1,1.0,3,4.05584
0.84,5.5,1,1.0,2,4.4633199999999995
0.84,5.5,1,1.0,2,4.59986
3.15,5.5,1,3.0,4,9.622110000000001
1.06,5.75,1,1.0,4,4.352040000000001
2.52,6.0,1,2.5,3,7.976089999999999
1.73,6.0,1,2.0,5,5.61068
2.29,2.35,1,3.0,4,5.45389
1.88,10.5,1,2.5,4,3.2980699999999996
1.88,10.5,1,2.5,4,2.09475
1.19,5.415,1,1.75,2,6.18211
1.62,7.134,1,1.5,3,5.87098
1.61,8.674,1,1.5,4,4.15956
1.13,8.64,1,1.0,3,3.92384
2.24,6.92,1,2.5,4,5.91835
1.04,7.541,1,1.0,3,2.91539
2.07,8.658,1,2.5,4,4.6006
4.2,7.245,1,4.5,6,8.261389999999999
1.34,11.8,1,2.0,3,4.0179599999999995
1.81,11.25,1,1.75,4,3.4539699999999995
1.5,11.25,1,1.75,4,4.60617
0.96,11.25,1,1.0,3,3.7147300000000003
0.91,9.702,1,1.0,3,1.7975700000000001
0.94,7.881,1,1.75,3,2.7159299999999997
1.34,8.4,1,1.0,4,2.72206
1.34,8.4,1,1.0,4,2.65755
2.63,10.2,1,2.5,4,4.8569
1.34,6.011,1,2.0,3,2.77875
1.36,5.967,1,1.0,3,2.25553
1.18,6.0,1,1.0,3,2.92803
1.56,6.391,1,1.5,3,2.69841
3.02,7.34,1,1.75,3,3.7777800000000004
1.77,6.5,1,2.0,3,3.5646699999999996
0.97,5.201,1,1.5,3,0.9924700000000001
1.12,10.89,1,1.0,3,3.15725
1.4,6.3,1,1.0,4,3.7311400000000003
3.3,7.368,1,4.0,5,6.39821
0.7,6.0,1,1.0,2,2.99173
0.7,6.0,1,1.0,2,3.1775
0.9,7.02,1,1.0,2,2.83022
1.14,8.263,1,1.75,3,3.3768
0.87,6.466,1,1.0,2,2.75088
1.39,7.494,1,2.0,4,3.21049
1.23,7.5,1,1.0,3,3.25835
1.18,6.552,1,1.0,2,3.14742
1.67,7.2,1,1.75,4,3.33609
2.25,8.012,1,2.0,4,4.08384
0.77,6.286,1,1.0,2,3.28537
1.38,7.47,1,1.0,3,3.21877
1.38,7.47,1,1.0,3,3.84229
2.09,9.702,1,2.5,4,4.43379
0.66,6.509,1,1.0,2,2.3607299999999998
0.66,6.509,1,1.0,2,2.69923
0.74,5.4,1,1.0,2,2.7859
0.74,6.172,1,1.0,2,2.17104
0.74,5.2,1,1.0,2,2.48414
0.74,5.2,1,1.0,2,2.01804
1.17,5.2,1,1.75,3,2.7159299999999997
0.7,5.2,1,1.0,2,2.75242
1.21,5.2,1,2.0,3,3.27278
1.17,5.4,1,1.0,4,2.82744
0.97,10.244,1,1.0,3,2.91102
0.7,4.7,1,1.0,2,2.29486
0.7,5.1,1,1.0,2,2.2041
1.01,7.695,1,1.75,2,1.99892
1.32,6.186,1,1.0,3,3.16069
1.48,7.276,1,2.0,2,2.82532
1.17,7.35,1,1.0,3,2.61941
1.56,11.88,1,1.75,3,3.2980699999999996
2.4,12.558,1,2.5,4,3.7157699999999996
1.58,5.25,1,1.0,3,2.97342
0.96,5.4,1,1.75,3,2.81146
0.96,5.4,1,1.75,3,2.66121
1.42,9.6,1,1.0,3,2.9264200000000002
1.64,19.0,1,1.0,3,3.12016
0.96,6.5,1,1.0,3,3.12866
1.3,6.5,1,1.0,3,3.10702
3.37,8.676,1,3.25,4,5.77655
2.38,10.454,1,2.5,4,3.00691
2.38,10.454,1,2.5,4,2.36049
0.93,7.742,1,1.0,2,2.7538
1.94,15.768,1,1.75,3,3.27537
1.31,5.96,1,1.0,3,2.85255
0.82,6.098,1,1.0,2,2.72568
1.39,6.602,1,1.75,3,2.5788599999999997
1.89,7.635,1,2.25,3,3.6812
2.09,6.637,1,2.5,4,4.5995800000000004
2.09,6.637,1,2.5,4,4.48765
2.15,7.303,1,2.5,4,4.88034
2.81,5.36,1,2.5,4,6.50439
1.64,2.808,1,2.0,3,5.47767
1.64,2.808,1,2.0,3,6.689210000000001
0.79,1.774,1,1.5,1,2.61617
0.75,1.462,1,1.5,2,2.7469799999999998
0.75,1.17,1,1.5,2,3.56505
0.83,1.034,1,1.5,2,2.8771299999999997
4.0,17.859,1,2.75,4,6.03682
2.01,10.752,1,2.5,4,4.97072
2.8,19.168,1,2.75,4,10.11592
2.05,17.859,1,2.75,4,4.29712
1.26,6.5,1,1.0,3,3.4433599999999998
0.8,6.313,1,1.0,2,2.32295
0.8,6.313,1,1.0,2,1.86355
0.8,6.32,1,1.0,2,2.6010000000000004
0.96,5.7,1,2.0,3,2.9959
0.96,5.7,1,1.0,3,2.7054400000000003
1.28,4.84,1,1.5,3,4.56064
1.24,3.6,1,1.0,3,3.8721099999999997
1.07,0.937,1,1.5,2,3.6359199999999996
1.2,6.969,1,1.0,3,4.17166
1.86,10.027,1,2.5,3,6.09084
1.02,5.702,1,1.0,3,2.60843
1.68,8.742,1,1.75,4,3.14519
0.97,6.132,1,1.0,2,2.58051
0.96,10.952,1,1.0,3,3.03222
1.3,8.16,1,1.0,3,3.3905800000000004
1.97,10.8,1,1.75,3,4.22454
2.4,5.723,1,1.75,3,5.84241
1.6,5.917,1,1.75,3,5.91889
2.34,6.3,1,2.0,4,7.727119999999999
1.28,5.724,1,1.0,2,4.01353
3.97,5.618,1,3.25,4,4.79661
2.03,5.72,1,2.0,4,6.08447
2.19,6.783,1,2.75,3,6.82475
2.48,6.0,1,2.5,4,7.555560000000001
1.65,6.0,1,1.0,3,5.62181
2.44,9.889,1,2.75,4,6.74603
1.29,5.141,1,1.5,2,6.11396
1.51,5.406,1,1.0,3,5.05796
1.4,5.512,1,1.0,2,4.73402
1.82,5.88,1,2.0,3,5.32658
1.5,6.148,1,1.0,3,5.26728
1.5,5.664,1,1.5,3,5.209969999999999
1.5,5.664,1,1.75,3,5.360530000000001
1.45,5.664,1,1.75,3,4.29852
1.96,5.856,1,1.75,4,5.93717
1.42,6.12,1,2.0,4,5.20995
0.99,6.12,1,1.75,3,4.24918
1.03,6.496,1,1.0,2,4.53625
1.13,7.451,1,1.0,3,5.03121
1.36,5.5,1,1.0,4,4.72156
1.89,5.9,1,2.0,4,5.529730000000001
1.52,5.394,1,1.75,4,4.98355
1.15,1.225,1,2.25,3,5.246630000000001
0.89,3.5,1,1.0,2,4.4215
0.89,3.5,1,1.0,2,5.3064599999999995
1.24,5.0,1,1.0,3,5.7579400000000005
0.96,3.6,1,1.0,3,4.91135
0.96,3.6,1,1.0,3,4.76215
1.53,5.0,1,1.75,2,5.83354
1.65,5.0,1,1.75,3,5.444
1.65,5.0,1,1.75,3,5.676080000000001
1.62,4.017,1,2.0,4,5.7034400000000005
1.5,3.92,1,1.0,3,5.4238599999999995
1.98,3.45,1,2.0,4,4.86465
1.54,3.74,1,2.0,4,4.888669999999999
1.38,5.08,1,1.5,2,4.59762
1.61,3.21,1,1.75,4,4.39078
1.55,4.0,1,1.75,3,6.43855
3.18,4.0,1,3.25,3,9.24055
1.98,5.0,1,3.0,3,4.9967
0.96,5.0,1,1.0,2,4.618580000000001
2.81,3.009,1,3.0,3,7.88674
1.38,4.5,1,2.0,3,4.58608
1.53,5.0,1,1.0,3,4.93115
1.13,5.0,1,1.0,2,4.93389
2.17,5.0,1,1.75,3,5.506530000000001
1.3,2.5,1,2.0,2,4.1555599999999995
0.91,5.0,1,1.0,2,4.57369
1.12,5.0,1,1.0,2,5.0574900000000005
2.0,3.75,1,1.75,4,5.1024199999999995
2.64,3.749,1,3.5,3,8.46283
2.64,3.749,1,3.5,3,8.46498
1.16,5.0,1,1.75,3,4.77744
1.92,5.0,1,2.5,3,4.59004
1.92,5.0,1,2.5,3,4.2041
1.94,5.0,1,2.5,3,5.964169999999999
2.33,3.5,1,4.0,4,9.03634
1.3,3.5,1,1.0,3,4.5309099999999995
1.94,3.45,1,2.0,3,5.6776
3.65,5.039,1,3.5,5,8.646519999999999
1.39,5.0,1,1.0,3,5.24717
2.17,4.5,1,2.25,3,7.06141
2.17,4.5,1,2.25,3,6.651669999999999
0.93,3.75,1,1.0,2,4.75936
2.82,2.85,1,3.0,4,5.19074
2.82,2.85,1,3.0,4,7.13138
2.0,5.68,1,1.75,3,5.23731
1.73,3.0,1,2.5,3,4.84273
3.41,7.65,1,3.75,3,12.279910000000001
2.6,5.1,1,3.5,4,7.6851199999999995
2.6,5.1,1,3.5,4,7.37252
1.8,7.455,1,2.0,4,4.88606
1.16,5.0,1,1.0,2,5.5501
2.0,5.0,1,1.75,3,7.14518
1.36,5.0,1,1.0,2,4.95672
1.96,5.0,1,1.75,3,6.53466
1.34,4.75,1,1.0,4,5.16491
1.13,0.746,1,1.5,2,5.55074
1.4,5.0,1,1.5,2,4.79915
1.51,1.727,1,3.5,3,4.2327699999999995
0.83,5.0,1,1.0,2,4.21053
1.32,5.0,1,1.0,3,5.50569
3.52,4.895,1,3.0,4,7.21449
1.7,4.6,1,2.0,4,5.3594
3.13,5.0,1,4.5,5,8.978639999999999
1.78,5.0,1,2.75,4,6.50736
1.41,4.0,1,1.75,3,5.133290000000001
1.33,1.312,1,2.25,3,4.41854
1.25,1.21,1,2.5,2,4.53713
1.36,1.289,1,2.25,2,4.41268
1.18,1.203,1,2.25,2,4.31274
1.18,1.203,1,2.25,2,5.37026
1.37,1.286,1,2.25,2,4.45614
1.135,1.217,1,2.25,3,4.16613
1.88,3.75,1,1.5,3,5.17667
1.61,0.97,1,2.25,3,7.70902
1.32,1.134,1,2.0,3,4.692019999999999
1.32,1.286,1,2.0,3,4.53906
1.37,1.194,1,3.25,3,4.441730000000001
1.31,1.306,1,3.0,3,4.98591
1.3,1.187,1,2.5,3,4.68956
1.32,1.194,1,1.5,2,4.37655
1.75,1.879,1,2.25,3,5.6898
2.02,3.118,1,2.5,4,6.69382
2.02,3.118,1,2.5,4,7.865819999999999
1.75,2.487,1,2.25,2,3.9925599999999997
2.96,6.5,1,2.5,4,13.17774
1.61,7.65,1,2.5,4,10.91411
3.37,7.92,1,3.0,4,11.37492
2.14,4.56,1,2.0,4,7.76785
2.12,6.865,1,2.0,4,4.17684
1.2,9.399,1,1.5,3,3.65504
2.15,2.527,1,1.75,3,8.146930000000001
2.05,2.775,1,1.75,3,6.4
2.07,4.2,1,2.0,3,7.5541
2.35,5.7,1,1.0,2,9.03497
2.21,3.42,1,2.25,4,9.25814
1.17,1.079,1,1.5,2,4.64736
1.18,1.251,1,1.5,2,4.79799
0.925,1.115,1,1.5,2,4.51841
1.43,2.2,1,2.5,3,6.1288599999999995
2.86,3.46,1,1.75,7,8.958730000000001
1.83,3.6,1,1.5,5,7.118810000000001
2.26,3.04,1,2.75,5,7.239510000000001
1.63,5.7,1,1.75,3,6.853160000000001
1.86,5.301,1,2.75,4,8.65449
2.59,9.812,1,3.25,4,3.984
2.12,9.975,1,2.0,5,3.9408800000000004
1.74,4.816,1,1.75,4,5.16026
1.74,4.816,1,1.75,4,5.395569999999999
1.34,3.44,1,1.0,2,4.60617
0.96,5.75,1,1.0,2,4.17203
2.52,5.98,1,2.0,3,6.493040000000001
2.76,7.2,1,1.75,6,5.61817
2.76,7.2,1,1.75,6,5.59514
1.94,9.984,1,1.75,4,5.084980000000001
2.67,3.858,1,2.5,3,8.9852
2.67,3.883,1,2.5,3,8.74455
2.92,3.901,1,2.5,3,8.94502
2.92,3.942,1,2.5,3,8.99174
2.04,2.61,1,3.5,3,6.9955300000000005
2.99,3.685,1,3.25,3,10.29505
2.55,5.663,1,2.25,2,8.06948
2.55,5.663,1,2.25,2,7.39617
3.66,4.912,1,3.0,3,12.674539999999999
2.04,2.148,1,3.5,3,6.71546
2.13,3.74,1,3.0,3,6.50134
2.13,3.21,1,3.5,3,6.671239999999999
1.01,0.764,1,1.0,2,5.52939
1.43,4.56,1,1.0,2,5.09419
1.49,9.331,1,1.75,2,5.7523599999999995
2.879,7.955,1,3.25,3,11.5318
1.78,10.89,1,2.0,3,3.34058
1.78,10.89,1,2.0,3,2.4245099999999997
0.82,10.45,1,1.0,2,2.77889
1.4,6.956,1,1.75,3,3.0293900000000002
1.4,6.956,1,1.75,3,2.39121
1.46,10.2,1,1.0,3,2.37284
1.23,12.37,1,1.0,3,2.33548
0.8,5.313,1,1.0,0,1.7518099999999999
2.2,8.74,1,2.0,4,2.18785
2.28,10.725,1,2.0,4,3.31541
2.06,12.459,1,2.75,4,4.64957
2.42,15.482,1,2.25,4,8.694180000000001
1.17,12.154,1,1.0,2,5.445069999999999
2.61,7.405,1,2.5,4,10.134789999999999
2.075,11.325,1,1.75,5,7.9636
1.79,15.264,1,2.0,3,7.248310000000001
2.33,10.777,1,2.5,3,9.6864
1.82,4.764,1,2.5,4,8.23185
2.1,4.097,1,2.5,3,9.414819999999999
3.62,8.375,1,4.5,4,11.00843
1.49,2.975,1,1.0,2,5.24693
3.03,4.08,1,2.25,5,7.5476399999999995
1.2,13.24,1,1.75,2,3.7769
0.99,15.12,1,1.0,2,3.85259
1.83,6.671,1,1.75,3,4.01253
1.89,16.001,1,1.75,3,4.69019
1.65,7.276,1,1.75,4,2.79319
1.26,8.487,1,1.75,3,3.7614
2.542,9.601,1,2.5,4,5.68889
2.06,19.44,1,1.5,3,5.59786
2.06,19.44,1,1.5,3,6.06128
0.72,6.896,1,1.0,2,3.88155
1.28,1.373,1,2.25,3,3.89925
1.27,1.242,1,2.5,2,3.82755
1.28,1.452,1,2.25,3,3.64891
1.27,1.241,1,2.5,2,3.7190800000000004
1.27,0.876,1,2.5,2,3.3496
1.28,1.406,1,2.25,3,3.83892
1.29,8.04,1,1.75,4,3.57824
1.53,8.9,1,1.5,3,3.07001
2.11,16.0,1,2.5,4,3.5823099999999997
1.67,16.752,1,2.5,4,2.81203
1.69,12.416,1,2.5,3,3.2231099999999997
2.01,6.25,1,2.5,4,3.9078699999999995
1.37,5.4,1,2.0,3,3.3546199999999997
2.07,4.698,1,2.5,5,3.9591
1.39,10.262,1,1.0,3,7.21449
2.12,4.046,1,1.75,3,5.43069
1.42,4.046,1,1.5,2,4.98361
1.38,3.031,1,1.5,3,4.81805
0.73,4.005,1,1.0,2,3.70885
2.49,4.005,1,2.75,6,6.8951199999999995
2.04,4.005,1,1.75,3,4.9489
1.76,4.046,1,2.0,3,5.586
1.85,4.388,1,1.75,4,6.43544
1.77,4.388,1,1.5,6,6.2285699999999995
2.2,5.375,1,3.0,5,4.60617
